id,continent,region,area,terrain,religion,climate,culture,goods,name,colonization difficulty,manpower,tax
290,Europe,EasternEurope,Baltic,forest,catholic,ncontinental,baltic,naval supplies,Prussia,0,4,8
291,Europe,EasternEurope,Poland,forest,catholic,ncontinental,polish,cloth,Mazovia,0,6,10
292,Europe,EasternEurope,Poland,marsh,catholic,tundra,polish,grain,Podlasia,0,4,6
293,Europe,EasternEurope,Poland,marsh,catholic,tundra,lithuanian,wool,Volyn,0,4,3
294,Europe,EasternEurope,Ukraine,plains,orthodox,tundra,ruthenian,iron,Chernigov,0,4,6
295,Europe,EasternEurope,Ukraine,plains,orthodox,tundra,ruthenian,grain,Ukraina,0,8,14
296,Europe,EasternEurope,Ukraine,plains,orthodox,temperate,vlach,wool,Jedisan,0,5,5
297,Europe,EasternEurope,Ukraine,plains,orthodox,tundra,ruthenian,grain,Podolia,0,8,12
298,Europe,EasternEurope,Poland,plains,catholic,tundra,polish,grain,Galizien,0,5,9
299,Europe,EasternEurope,Poland,forest,catholic,ncontinental,polish,cloth,Krakow,0,7,13
300,Europe,EasternEurope,Poland,plains,catholic,ncontinental,polish,cloth,Wielkopolska,0,6,12
301,Europe,EasternEurope,Baltic,marsh,catholic,ncontinental,german,grain,Danzig,0,5,12
302,Europe,HRE,Hansa,marsh,catholic,ncontinental,german,salt,Hinterpommern,0,4,6
303,Europe,EasternEurope,Poland,forest,catholic,ncontinental,polish,salt,Poznan,0,5,7
304,Europe,HRE,Hansa,marsh,catholic,ncontinental,german,naval supplies,Vorpommern,0,4,7
305,Europe,HRE,Hansa,plains,catholic,temperate,german,naval supplies,Mecklemburg,0,6,10
306,Europe,HRE,Hansa,plains,catholic,ncontinental,german,fish,Holstein,0,5,13
307,Europe,Scandinavia,Denmark,plains,catholic,temperate,nordic,fish,Sjalland,0,6,16
308,Europe,Scandinavia,Denmark,forest,catholic,ncontinental,nordic,fish,Gotland,0,2,8
309,Europe,Scandinavia,Denmark,plains,catholic,temperate,nordic,grain,Jylland,0,5,15
310,Europe,HRE,Germany,plains,catholic,ncontinental,german,cloth,Hannover,0,5,12
311,Europe,HRE,Germany,plains,catholic,ncontinental,german,cloth,Magdeburg,0,4,14
312,Europe,HRE,Germany,forest,catholic,ncontinental,german,wool,Brandenburg,0,8,12
313,Europe,HRE,Germany,forest,catholic,ncontinental,german,wool,Kustrin,0,4,6
314,Europe,HRE,Germany,plains,catholic,ncontinental,german,iron,Silesia,0,6,10
315,Europe,CentralEurope,Danube,forest,catholic,ncontinental,czech,wine,Moravia,0,5,6
316,Europe,CentralEurope,Danube,mountain,catholic,ncontinental,slovak,naval supplies,Carpathia,0,3,3
317,Europe,CentralEurope,Danube,mountain,orthodox,ncontinental,magyar,grain,Ruthenia,0,3,3
318,Europe,CentralEurope,Danube,forest,orthodox,ncontinental,vlach,wool,Moldova,0,3,6
319,Europe,CentralEurope,Danube,marsh,orthodox,temperate,vlach,wool,Bujak,0,3,5
320,Europe,CentralEurope,Danube,marsh,orthodox,temperate,slavonic,fish,Dobrudja,0,3,3
321,Europe,CentralEurope,Balkans,forest,orthodox,temperate,slavonic,naval supplies,Rumelia,0,3,6
322,Europe,CentralEurope,Danube,forest,orthodox,ncontinental,vlach,grain,Wallachia,0,3,8
323,Europe,CentralEurope,Danube,mountain,catholic,ncontinental,magyar,wool,Transylvania,0,3,6
324,Europe,CentralEurope,Danube,forest,catholic,ncontinental,magyar,naval supplies,Maros,0,4,6
325,Europe,CentralEurope,Danube,plains,catholic,ncontinental,magyar,grain,Magyar,0,3,11
326,Europe,CentralEurope,Danube,plains,catholic,ncontinental,magyar,grain,Presburg,0,4,6
327,Europe,CentralEurope,Danube,forest,catholic,ncontinental,german,iron,Ostmarch,0,4,8
328,Europe,CentralEurope,Danube,forest,catholic,ncontinental,czech,grain,Bohemia,0,4,13
329,Europe,CentralEurope,Danube,mountain,catholic,ncontinental,czech,iron,Erz,0,3,5
330,Europe,CentralEurope,Danube,mountain,catholic,ncontinental,czech,copper,Sudeten,0,3,6
331,Europe,HRE,Germany,forest,catholic,ncontinental,german,iron,Sachsen,0,4,11
332,Europe,HRE,Germany,plains,catholic,ncontinental,german,wool,Anhalt,0,4,9
333,Europe,HRE,Germany,forest,catholic,ncontinental,german,cloth,Hessen,0,4,11
334,Europe,HRE,Germany,plains,catholic,ncontinental,german,salt,Muunster,0,4,7
335,Europe,HRE,Hansa,plains,catholic,ncontinental,german,salt,Oldenburg,0,4,6
336,Europe,HRE,Hansa,plains,catholic,temperate,german,fish,Bremen,0,4,9
337,Europe,WesternEurope,Low Countries,marsh,catholic,temperate,dutch,fish,Friesen,0,4,11
338,Europe,WesternEurope,Low Countries,marsh,catholic,temperate,dutch,grain,Geldre,0,5,13
339,Europe,WesternEurope,Low Countries,marsh,catholic,temperate,dutch,fish,Holland,0,5,17
340,Europe,WesternEurope,Low Countries,marsh,catholic,temperate,dutch,fish,Zeeland,0,5,15
341,Europe,Scandinavia,Sweden,forest,catholic,tundra,nordic,naval supplies,Vusterbotten,0,1,1
342,Europe,Scandinavia,Finland,forest,catholic,tundra,nordic,grain,Finland,0,1,4
343,Europe,HRE,Germany,plains,catholic,ncontinental,german,grain,Kleves,0,4,7
344,Europe,HRE,Germany,plains,catholic,ncontinental,german,grain,Koln,0,4,8
345,Europe,HRE,Germany,forest,catholic,ncontinental,german,grain,Pfalz,0,4,9
346,Europe,HRE,Germany,forest,catholic,ncontinental,german,wool,Mainz,0,4,7
347,Europe,HRE,Germany,forest,catholic,ncontinental,german,wool,Wurzburg,0,4,10
348,Europe,HRE,Germany,forest,catholic,ncontinental,german,iron,Ansbach,0,4,8
349,Europe,HRE,Germany,forest,catholic,ncontinental,german,grain,Bayern,0,6,14
350,Europe,CentralEurope,Danube,mountain,catholic,ncontinental,german,salt,Salzburg,0,4,9
351,Europe,CentralEurope,Danube,forest,catholic,ncontinental,german,grain,Austria,0,6,13
352,Europe,CentralEurope,Danube,plains,catholic,ncontinental,magyar,copper,Odenburg,0,3,6
353,Europe,CentralEurope,Danube,plains,catholic,ncontinental,magyar,grain,Pest,0,3,10
354,Europe,CentralEurope,Danube,plains,catholic,ncontinental,magyar,wool,Banat,0,3,4
355,Europe,CentralEurope,Balkans,plains,orthodox,ncontinental,slavonic,grain,Serbia,0,3,6
356,Europe,CentralEurope,Balkans,mountain,orthodox,ncontinental,slavonic,iron,Bulgaria,0,3,5
357,Europe,CentralEurope,Balkans,plains,orthodox,temperate,greek,grain,Byzantium,0,4,17
358,Europe,CentralEurope,Balkans,plains,orthodox,temperate,greek,grain,Macedonia,0,4,11
359,Europe,SouthernEurope,Mediterranean,plains,orthodox,temperate,greek,fish,Hellas,0,3,5
360,Europe,SouthernEurope,Mediterranean,mountain,orthodox,temperate,greek,wine,Morea,0,3,3
361,Europe,CentralEurope,Balkans,mountain,orthodox,temperate,albanian,wool,Albania,0,3,2
362,Europe,CentralEurope,Balkans,mountain,catholic,temperate,slavonic,fish,Ragusa,0,3,5
363,Europe,CentralEurope,Balkans,forest,orthodox,ncontinental,slavonic,wool,Kosovo,0,3,4
364,Europe,CentralEurope,Balkans,mountain,catholic,ncontinental,slavonic,wool,Bosnia,0,3,5
365,Europe,CentralEurope,Balkans,mountain,catholic,temperate,slavonic,wool,Dalmatia,0,3,5
366,Europe,CentralEurope,Balkans,forest,catholic,ncontinental,slavonic,cloth,Croatia,0,3,5
367,Europe,CentralEurope,Balkans,mountain,catholic,ncontinental,slavonic,iron,Krain,0,3,5
368,Europe,SouthernEurope,Italy,mountain,catholic,temperate,italian,wool,Istria,0,3,6
369,Europe,CentralEurope,Danube,mountain,catholic,ncontinental,german,gold,Steiermark,0,3,9
370,Europe,SouthernEurope,Italy,marsh,catholic,temperate,italian,fish,Veneto,0,6,15
371,Europe,CentralEurope,Danube,mountain,catholic,ncontinental,german,iron,Tirol,0,2,4
372,Europe,HRE,Germany,forest,catholic,ncontinental,german,iron,Wurttemberg,0,4,8
373,Europe,HRE,Germany,forest,catholic,ncontinental,german,gold,Baden,0,4,7
374,Europe,HRE,Lotharingia,forest,catholic,ncontinental,german,wine,Alsace,0,6,10
375,Europe,HRE,Lotharingia,forest,catholic,ncontinental,french,iron,Lorraine,0,6,9
376,Europe,WesternEurope,France,plains,catholic,ncontinental,french,wine,Champagne,0,5,13
377,Europe,WesternEurope,Low Countries,forest,catholic,ncontinental,german,iron,Luxembourg,0,5,10
378,Europe,WesternEurope,Low Countries,plains,catholic,temperate,dutch,cloth,Brabant,0,5,15
379,Europe,WesternEurope,Low Countries,plains,catholic,temperate,french,cloth,Artois,0,6,10
380,Europe,WesternEurope,Low Countries,plains,catholic,temperate,dutch,cloth,Flandern,0,6,17
381,Europe,Scandinavia,Norway,forest,catholic,tundra,nordic,fur,Jamtland,0,1,2
382,Europe,WesternEurope,France,plains,catholic,temperate,english,cloth,Calais,0,5,15
383,Europe,WesternEurope,France,plains,catholic,temperate,french,cloth,Picardie,0,5,6
384,Europe,WesternEurope,France,plains,catholic,temperate,french,fish,Caux,0,5,6
385,Europe,WesternEurope,France,plains,catholic,temperate,french,grain,Ile de France,0,5,15
386,Europe,WesternEurope,France,plains,catholic,ncontinental,french,grain,Nivernais,0,5,9
387,Europe,HRE,Lotharingia,forest,catholic,ncontinental,french,copper,Franche Comte,0,5,7
388,Europe,HRE,Switzerland,mountain,catholic,ncontinental,swiss,iron,Bern,0,7,9
389,Europe,SouthernEurope,Italy,plains,catholic,temperate,italian,cloth,Lombardia,0,5,16
390,Europe,SouthernEurope,Italy,marsh,catholic,temperate,italian,grain,Mantua,0,5,14
391,Europe,SouthernEurope,Italy,plains,catholic,temperate,italian,salt,Romagna,0,5,8
392,Europe,SouthernEurope,Italy,plains,catholic,temperate,italian,wool,Marche,0,5,6
393,Europe,SouthernEurope,Italy,plains,catholic,temperate,italian,wine,Napoli,0,8,12
394,Europe,SouthernEurope,Italy,mountain,catholic,temperate,italian,salt,Apulia,0,5,4
395,Europe,SouthernEurope,Italy,mountain,catholic,temperate,italian,fish,Messina,0,5,6
396,Europe,SouthernEurope,Italy,plains,catholic,temperate,italian,wine,Sicily,0,5,7
397,Europe,SouthernEurope,Italy,mountain,catholic,temperate,italian,fish,Sardinia,0,2,4
398,Europe,SouthernEurope,Italy,mountain,catholic,temperate,italian,naval supplies,Corsica,0,2,3
399,Europe,SouthernEurope,Italy,plains,catholic,temperate,italian,grain,Roma,0,8,12
400,Europe,SouthernEurope,Italy,mountain,catholic,temperate,italian,cloth,Siena,0,6,11
401,Europe,SouthernEurope,Italy,plains,catholic,temperate,italian,wine,Firenze,0,5,16
402,Europe,SouthernEurope,Italy,plains,catholic,temperate,italian,wine,Emilia,0,5,10
403,Europe,SouthernEurope,Italy,mountain,catholic,temperate,italian,wool,Liguria,0,6,10
404,Europe,SouthernEurope,Italy,mountain,catholic,temperate,italian,fish,Piemonte,0,5,6
405,Europe,HRE,Lotharingia,mountain,catholic,temperate,french,cloth,Savoie,0,6,14
406,Europe,WesternEurope,France,mountain,catholic,temperate,occitan,wine,Provence,0,5,13
407,Europe,WesternEurope,France,mountain,catholic,ncontinental,french,iron,Dauphine,0,5,9
408,Europe,WesternEurope,France,plains,catholic,ncontinental,french,grain,Lyonnais,0,5,13
409,Europe,WesternEurope,France,plains,catholic,ncontinental,french,wine,Bourgogne,0,5,10
410,Europe,WesternEurope,France,plains,catholic,temperate,french,grain,Berri,0,5,8
411,Europe,WesternEurope,France,plains,catholic,temperate,french,grain,Orleanais,0,5,12
412,Europe,WesternEurope,France,plains,catholic,temperate,french,grain,Maine,0,5,10
413,Europe,WesternEurope,France,forest,catholic,temperate,french,naval supplies,Normandie,0,5,7
414,Europe,WesternEurope,France,plains,catholic,temperate,french,fish,Armor,0,5,9
415,Europe,WesternEurope,France,forest,catholic,temperate,celtic,fish,Bretagne,0,3,7
416,Europe,WesternEurope,France,plains,catholic,temperate,french,fish,Morbihan,0,4,10
417,Europe,WesternEurope,France,forest,catholic,temperate,french,salt,Vendee,0,6,7
418,Europe,WesternEurope,France,marsh,catholic,temperate,french,salt,Poitou,0,5,6
419,Europe,WesternEurope,France,forest,catholic,temperate,occitan,grain,Limousin,0,5,7
420,Europe,WesternEurope,France,mountain,catholic,ncontinental,occitan,iron,Auvergne,0,5,4
421,Europe,WesternEurope,France,mountain,catholic,ncontinental,occitan,wool,Cevennes,0,5,4
422,Europe,WesternEurope,France,plains,catholic,temperate,occitan,wine,Languedoc,0,5,11
423,Europe,WesternEurope,France,forest,catholic,temperate,occitan,wine,Guyenne,0,5,11
424,Europe,WesternEurope,France,forest,catholic,temperate,occitan,wine,Gascogne,0,5,10
425,Europe,WesternEurope,France,forest,catholic,temperate,occitan,wool,Bearn,0,5,6
426,Europe,WesternEurope,France,plains,catholic,temperate,occitan,wine,Roussillon,0,5,5
427,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,iberian,fish,Gerona,0,5,4
428,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,basque,iron,Navarra,0,5,8
429,Europe,SouthernEurope,Iberia,plains,catholic,temperate,iberian,wine,Catalonia,0,7,13
430,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,iberian,iron,Aragon,0,5,7
431,Europe,SouthernEurope,Iberia,forest,catholic,temperate,iberian,naval supplies,Cantabria,0,6,9
432,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,iberian,copper,Asturias,0,5,7
433,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,iberian,iron,Galicia,0,5,5
434,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,portuguese,wine,Oporto,0,6,14
435,Europe,SouthernEurope,Iberia,plains,catholic,temperate,iberian,grain,Leon,0,7,5
436,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,iberian,iron,Castilla,0,6,11
437,Europe,SouthernEurope,Iberia,plains,catholic,temperate,iberian,wine,Valencia,0,5,9
438,Europe,SouthernEurope,Iberia,mountain,sunni,temperate,iberian,salt,Murcia,0,4,5
439,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,iberian,gold,Toledo,0,4,7
440,Europe,SouthernEurope,Iberia,mountain,catholic,temperate,iberian,wool,Estramadura,0,4,6
441,Europe,SouthernEurope,Iberia,plains,catholic,temperate,portuguese,fish,Tago,0,6,19
442,Europe,SouthernEurope,Iberia,plains,catholic,temperate,portuguese,fish,Algarve,0,4,11
443,Europe,SouthernEurope,Iberia,plains,sunni,temperate,iberian,wine,Andalusia,0,6,15
444,Europe,SouthernEurope,Iberia,mountain,sunni,temperate,berber,copper,Granada,0,5,7
445,Europe,SouthernEurope,Iberia,mountain,sunni,temperate,iberian,fish,Gibraltar,0,2,7
446,Europe,EasternEurope,Steppe,forest,sunni,tundra,tatar,iron,Kazan,0,5,9
447,Europe,EasternEurope,Russia,plains,orthodox,tundra,ugric,iron,Tambow,0,5,6
448,Europe,EasternEurope,Russia,plains,orthodox,tundra,russian,wool,Ryazan,0,8,8
449,Europe,EasternEurope,Russia,plains,orthodox,tundra,russian,grain,Vorones,0,5,6
450,Europe,EasternEurope,Russia,plains,orthodox,tundra,ruthenian,grain,Belgorod,0,5,5
451,Europe,EasternEurope,Russia,plains,sunni,tundra,tatar,wool,Bogutjar,0,5,5
452,Europe,EasternEurope,Russia,plains,sunni,tundra,tatar,grain,Saratow,0,5,6
453,Europe,EasternEurope,Steppe,plains,sunni,tundra,tatar,wool,Ufa,0,5,7
454,Europe,EasternEurope,Steppe,forest,sunni,tundra,tatar,gold,Samara,0,5,9
455,Europe,EasternEurope,Steppe,plains,sunni,tundra,tatar,copper,Uralsk,0,5,6
456,Europe,EasternEurope,Steppe,plains,sunni,tundra,tatar,copper,Orenburg,0,5,3
457,Europe,EasternEurope,Steppe,plains,sunni,tundra,tatar,wool,Astrakhan,0,5,10
458,Europe,EasternEurope,Steppe,plains,sunni,tundra,tatar,grain,Volgograd,0,5,3
459,Europe,EasternEurope,Steppe,plains,sunni,tundra,tatar,grain,Lugansk,0,5,4
460,Europe,EasternEurope,Ukraine,plains,orthodox,tundra,ruthenian,iron,Donetsk,0,5,7
461,Europe,EasternEurope,Ukraine,plains,orthodox,tundra,ruthenian,grain,Poltava,0,5,8
462,Europe,EasternEurope,Ukraine,plains,orthodox,temperate,ruthenian,wool,Krementjug,0,5,7
463,Europe,EasternEurope,Ukraine,plains,sunni,temperate,tatar,salt,Crimea,0,5,7
464,Europe,EasternEurope,Ukraine,mountain,orthodox,temperate,greek,wine,Kaffa,0,5,5
465,Europe,EasternEurope,Ukraine,marsh,orthodox,temperate,greek,fish,Kerch,0,5,5
466,Europe,EasternEurope,Caucasus,plains,sunni,temperate,tatar,salt,Azow,0,5,4
467,Europe,EasternEurope,Caucasus,plains,sunni,ncontinental,tatar,wool,Kalmuk,0,5,1
468,Europe,EasternEurope,Caucasus,mountain,sunni,ncontinental,circassian,wool,Kouban,0,5,1
469,Europe,EasternEurope,Caucasus,mountain,orthodox,ncontinental,georgian,wool,Sochi,0,5,4
470,Europe,EasternEurope,Caucasus,mountain,orthodox,ncontinental,georgian,wine,Georgia,0,5,5
471,Europe,EasternEurope,Caucasus,plains,sunni,ncontinental,turkish,wool,Daghestan,0,5,5
472,Europe,EasternEurope,Caucasus,mountain,miaphysite,ncontinental,armenian,gold,Armenia,0,5,4
473,Asia,MiddleEast,Levant,mountain,sunni,ncontinental,kurdish,iron,Kurdistan,0,6,5
474,Asia,MiddleEast,Anatolia,mountain,sunni,ncontinental,turkish,wool,Sivas,0,5,4
475,Asia,MiddleEast,Anatolia,marsh,orthodox,temperate,greek,copper,Trabzon,0,5,6
476,Asia,MiddleEast,Anatolia,mountain,sunni,ncontinental,turkish,iron,Angora,0,5,6
477,Asia,MiddleEast,Anatolia,plains,orthodox,temperate,greek,cloth,Anatolia,0,5,8
478,Asia,MiddleEast,Anatolia,plains,orthodox,temperate,greek,wine,Smyrna,0,5,11
479,Europe,SouthernEurope,Mediterranean,plains,orthodox,temperate,greek,wine,Ionia,0,3,3
480,Europe,SouthernEurope,Mediterranean,mountain,orthodox,temperate,greek,sugar,Crete,0,3,5
481,Europe,SouthernEurope,Mediterranean,mountain,orthodox,temperate,greek,fish,Rhodes,0,3,2
482,Asia,MiddleEast,Anatolia,mountain,sunni,ncontinental,turkish,salt,Konya,0,3,4
483,Asia,MiddleEast,Anatolia,mountain,miaphysite,ncontinental,armenian,fish,Adana,0,3,3
484,Europe,SouthernEurope,Mediterranean,mountain,orthodox,temperate,greek,wine,Cyprus,0,3,8
485,Asia,MiddleEast,Levant,plains,orthodox,ncontinental,arab,cloth,Aleppo,0,6,7
486,Asia,MiddleEast,Levant,desert,sunni,desertic,kurdish,copper,Nuyssaybin,0,5,2
487,Asia,CentralAsia,Persia,mountain,sunni,ncontinental,turkish,wool,Azerbaijan,0,6,9
488,Asia,MiddleEast,Levant,desert,sunni,desertic,arab,iron,Kirkuk,0,6,4
489,Asia,MiddleEast,Levant,desert,sunni,desertic,arab,grain,Iraq,0,8,14
490,Asia,MiddleEast,Levant,plains,sunni,ncontinental,arab,grain,Syria,0,5,12
491,Asia,MiddleEast,Levant,mountain,catholic,temperate,arab,naval supplies,Lebanon,0,4,7
492,Asia,MiddleEast,Levant,plains,sunni,temperate,arab,wool,Samaria,0,3,5
493,Asia,MiddleEast,Levant,plains,sunni,temperate,arab,grain,Judea,0,3,5
494,Asia,MiddleEast,Levant,desert,sunni,desertic,arab,salt,Sinai,0,1,1
495,Asia,MiddleEast,Levant,desert,sunni,desertic,arab,grain,Jordan,0,2,4
496,Asia,MiddleEast,Levant,desert,sunni,desertic,arab,wool,Arabia,0,2,3
497,Asia,MiddleEast,Nefud,desert,sunni,desertic,arab,chinaware,Medina,9,2,2
498,Asia,MiddleEast,Nefud,desert,sunni,desertic,arab,spices,Mekkah,9,3,2
499,Asia,MiddleEast,Aden,mountain,sunni,desertic,arab,coffee,Yemen,7,4,3
500,Asia,MiddleEast,Aden,mountain,sunni,desertic,arab,coffee,Aden,7,3,2
501,Asia,MiddleEast,Aden,desert,sunni,desertic,arab,wool,Hadramut,8,2,1
502,Asia,MiddleEast,Aden,mountain,sunni,desertic,arab,fish,Dofhar,6,2,1
503,Asia,MiddleEast,Oman,desert,sunni,desertic,arab,spices,Masirah,9,2,1
504,Asia,MiddleEast,Oman,mountain,sunni,desertic,arab,chinaware,Mascate,7,5,3
505,Asia,MiddleEast,Oman,mountain,sunni,desertic,arab,wool,Al Kharam,9,1,2
506,Asia,MiddleEast,Nefud,desert,sunni,desertic,arab,chinaware,Quatar,9,2,1
507,Asia,MiddleEast,Nefud,desert,sunni,desertic,arab,wool,Damman,9,2,1
508,Asia,MiddleEast,Levant,desert,sunni,desertic,arab,spices,Basrah,7,6,9
509,Asia,MiddleEast,Nefud,desert,sunni,desertic,arab,spices,Bahrein,9,3,1
510,Asia,Siberia,Sibir,forest,sunni,tundra,altai,fur,Kurgan,3,2,3
511,Asia,Siberia,Sibir,forest,sunni,tundra,altai,fur,Kustanai,3,1,3
512,Asia,Siberia,Sibir,plains,sunni,ncontinental,altai,wool,Tenghiz,4,1,3
513,Asia,Siberia,Sibir,plains,sunni,ncontinental,nogai,grain,Orsk,3,1,5
514,Asia,Siberia,Sibir,plains,sunni,tundra,nogai,grain,Irgiz,4,1,3
515,Asia,Siberia,Sibir,plains,sunni,ncontinental,nogai,wool,Alga,5,1,3
516,Asia,CentralAsia,Kazakhstan,plains,sunni,ncontinental,uzbek,salt,Aralsk,6,2,2
517,Asia,CentralAsia,Kazakhstan,plains,sunni,ncontinental,kazakh,wool,Turgai,5,2,3
518,Asia,CentralAsia,Kazakhstan,plains,sunni,ncontinental,uzbek,wool,Ust Urt,6,2,2
519,Asia,CentralAsia,Kazakhstan,plains,sunni,ncontinental,nogai,wool,Emba,8,4,3
520,Asia,CentralAsia,Kazakhstan,desert,sunni,desertic,nogai,wool,Bouzatchi,9,2,1
521,Asia,CentralAsia,Kazakhstan,desert,sunni,desertic,persian,wool,Karabogaz,8,2,1
522,Asia,CentralAsia,Kazakhstan,desert,sunni,desertic,persian,wool,Khwarizm,7,3,3
523,Asia,CentralAsia,Kazakhstan,desert,sunni,desertic,persian,wool,Kara Kum,4,3,3
524,Asia,CentralAsia,Kazakhstan,desert,sunni,desertic,persian,wool,Turkmenistan,4,3,3
525,Asia,CentralAsia,Persia,mountain,sunni,temperate,persian,fish,Elbruz,6,2,6
526,Asia,CentralAsia,Persia,mountain,sunni,ncontinental,persian,wool,Meched,8,2,7
527,Asia,CentralAsia,Persia,mountain,sunni,ncontinental,persian,wool,Kerman,8,1,5
528,Asia,CentralAsia,Persia,desert,sunni,desertic,persian,wool,Lut,9,1,2
529,Asia,CentralAsia,Persia,mountain,sunni,ncontinental,persian,chinaware,Tabaristan,8,10,16
530,Asia,CentralAsia,Persia,mountain,sunni,temperate,persian,chinaware,Tabriz,8,8,14
531,Asia,CentralAsia,Persia,mountain,sunni,ncontinental,persian,cloth,Hamadan,8,5,8
532,Asia,CentralAsia,Persia,desert,sunni,desertic,persian,grain,Ahwaz,7,6,9
533,Asia,CentralAsia,Persia,mountain,sunni,desertic,persian,chinaware,Isfahan,9,12,17
534,Asia,CentralAsia,Persia,mountain,sunni,desertic,persian,spices,Fars,9,5,2
535,Asia,CentralAsia,Persia,mountain,sunni,ncontinental,persian,chinaware,Hormouz,7,7,12
536,Asia,CentralAsia,Bahk,mountain,sunni,ncontinental,baluchi,wool,Mekran,8,6,2
537,Asia,CentralAsia,Bahk,desert,sunni,desertic,baluchi,wool,Baluchistan,9,6,1
538,Asia,CentralAsia,Bahk,desert,sunni,desertic,baluchi,cotton,Kalat,8,2,1
539,Asia,India,Lahore,plains,sunni,tropical,gujarati,salt,Indus,7,3,7
540,Asia,India,Lahore,desert,sunni,tropical,gujarati,salt,Sindh,9,2,4
541,Asia,India,Gujarat,plains,sunni,tropical,gujarati,chinaware,Kutch,6,3,5
542,Asia,India,Punjab,desert,hindu,tropical,rajput,grain,Rajputana,8,7,12
543,Asia,India,Delhi,plains,hindu,tropical,hindi,chinaware,Delhi,3,8,19
544,Asia,India,Delhi,marsh,hindu,tropical,hindi,cloth,Awadh,3,6,16
545,Asia,India,Delhi,desert,hindu,tropical,hindi,cloth,Bundelkhand,7,3,7
546,Asia,India,Delhi,mountain,hindu,tropical,hindi,cotton,Malwa,8,6,12
547,Asia,India,Gujarat,desert,hindu,tropical,gujarati,spices,Gujarat,8,4,7
548,Asia,India,Gujarat,plains,hindu,tropical,marathi,chinaware,Bombay,6,3,9
549,Asia,India,Malabar,forest,hindu,tropical,marathi,spices,Goa,5,3,8
550,Asia,India,Hyderabad,mountain,hindu,tropical,marathi,spices,Maharashtra,7,7,12
551,Asia,India,Hyderabad,forest,hindu,tropical,marathi,cotton,Khandesh,5,4,8
552,Asia,India,Delhi,forest,hindu,tropical,gondi,cotton,Gondwana,7,3,8
553,Asia,India,Mahratti,plains,hindu,tropical,gondi,grain,Raipur,5,2,5
554,Asia,India,Oudh,plains,hindu,tropical,nepali,grain,Tirhut,5,2,7
555,Asia,India,Oudh,plains,hindu,tropical,bengali,cotton,Koch,5,1,5
556,Asia,India,Bengal,marsh,hindu,tropical,bengali,naval supplies,Santal,5,2,6
557,Asia,India,Bengal,marsh,hindu,tropical,bengali,chinaware,Ganges,7,3,5
558,Asia,India,Bengal,marsh,hindu,tropical,bengali,spices,Howrah,7,4,5
559,Asia,India,Mahratti,plains,hindu,tropical,bengali,tea,Bihar,5,5,11
560,Asia,India,Orissa,plains,hindu,tropical,bengali,cotton,Odisa,5,5,8
561,Asia,India,Orissa,forest,hindu,tropical,bengali,tea,Berhampur,6,3,9
562,Asia,India,Mahratti,mountain,hindu,tropical,bengali,tea,Sambalpur,5,2,5
563,Asia,India,Mahratti,mountain,hindu,tropical,telugu,copper,Bastar,6,2,5
564,Asia,India,Orissa,forest,hindu,tropical,telugu,spices,Palakimedi,6,3,9
565,Asia,India,Orissa,forest,hindu,tropical,telugu,chinaware,Yanam,5,3,6
566,Asia,India,Hyderabad,mountain,hindu,tropical,marathi,cotton,Hyderabad,6,8,14
567,Asia,India,Mysore,mountain,hindu,tropical,kannadiga,wool,Bangalore,7,5,9
568,Asia,India,Malabar,forest,hindu,tropical,kannadiga,fish,Mangalore,5,4,6
569,Asia,India,Malabar,forest,hindu,tropical,kannadiga,fish,Kerala,6,5,7
570,Asia,India,Mysore,mountain,hindu,tropical,kannadiga,iron,Mysore,7,7,15
571,Asia,India,Carnatic,forest,hindu,tropical,kannadiga,spices,Madras,5,4,8
572,Asia,India,Carnatic,forest,hindu,tropical,tamil,spices,Pondicherry,6,5,7
573,Asia,India,Malabar,forest,hindu,tropical,tamil,chinaware,Cochin,6,5,5
574,Asia,India,Malabar,forest,hindu,tropical,tamil,spices,Trivandrum,7,4,6
575,Asia,India,Carnatic,forest,hindu,tropical,tamil,naval supplies,Madurai,7,4,7
576,Asia,India,Ceylon,mountain,buddhist,tropical,tamil,sugar,Colombo,8,3,9
577,Asia,India,Ceylon,marsh,buddhist,tropical,tamil,spices,Jaffna,7,2,5
578,Asia,Siberia,Sibir,plains,pagan,tundra,altai,grain,Ichim,5,1,3
579,Asia,Siberia,Omsk,plains,pagan,ncontinental,kazakh,iron,Karaganda,3,1,3
580,Asia,Siberia,Omsk,plains,pagan,tundra,kazakh,grain,Omsk,4,1,5
581,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Tchany,4,1,3
582,Asia,Siberia,Omsk,plains,pagan,tundra,kazakh,copper,Semipalatinsk,3,1,4
583,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Irtych,4,1,3
584,Asia,Siberia,Omsk,plains,pagan,tundra,kazakh,grain,Novosibirsk,3,1,3
