id,continent,region,area,terrain,religion,climate,culture,goods,name,colonization_difficulty,income,manpower,size_modifier
188,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Mirim,9,1,1,0.00
188,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Mirim,9,1,1,0.00
188,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Mirim,9,1,1,0.00
189,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Macacos,9,1,1,0.00
189,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Macacos,9,1,1,0.00
189,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Macacos,9,1,1,0.00
190,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Japura,9,1,1,0.00
190,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Japura,9,1,1,0.00
190,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Japura,9,1,1,0.00
191,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Canuma,9,1,1,0.00
191,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Canuma,9,1,1,0.00
191,America,South America,Amazonia,marsh,pagan,tropical,native,nothing,Canuma,9,1,1,0.00
192,America,South America,Amazonia,marsh,pagan,tropical,andean,naval_supplies,Taqari,9,1,1,0.00
192,America,South America,Amazonia,marsh,pagan,tropical,andean,naval_supplies,Taqari,9,1,1,0.00
192,America,South America,Amazonia,marsh,pagan,tropical,andean,naval_supplies,Taqari,9,1,1,0.00
193,America,South America,Inca,mountain,pagan,temperate,andean,wool,Titicaca,6,3,1,0.00
193,America,South America,Inca,mountain,pagan,temperate,andean,wool,Titicaca,6,3,1,0.00
193,America,South America,Inca,mountain,pagan,temperate,andean,wool,Titicaca,6,3,1,0.00
194,America,South America,Inca,mountain,pagan,temperate,andean,gold,Potosi,5,3,1,0.00
194,America,South America,Inca,mountain,pagan,temperate,andean,gold,Potosi,5,3,1,0.00
194,America,South America,Inca,mountain,pagan,temperate,andean,gold,Potosi,5,3,1,0.00
195,America,South America,Amazonia,forest,pagan,tropical,native,wool,Mato_Grosso,9,1,1,0.00
195,America,South America,Amazonia,forest,pagan,tropical,native,wool,Mato_Grosso,9,1,1,0.00
195,America,South America,Amazonia,forest,pagan,tropical,native,wool,Mato_Grosso,9,1,1,0.00
196,America,South America,Amazonia,plains,pagan,tropical,native,wool,Goias,9,1,1,0.00
196,America,South America,Amazonia,plains,pagan,tropical,native,wool,Goias,9,1,1,0.00
196,America,South America,Amazonia,plains,pagan,tropical,native,wool,Goias,9,1,1,0.00
197,America,South America,Amazonia,marsh,pagan,tropical,native,fur,Caracas,9,1,1,0.00
197,America,South America,Amazonia,marsh,pagan,tropical,native,fur,Caracas,9,1,1,0.00
197,America,South America,Amazonia,marsh,pagan,tropical,native,fur,Caracas,9,1,1,0.00
198,America,South America,Belem,marsh,pagan,tropical,native,cotton,Marajo,7,4,1,0.00
198,America,South America,Belem,marsh,pagan,tropical,native,cotton,Marajo,7,4,1,0.00
198,America,South America,Belem,marsh,pagan,tropical,native,cotton,Marajo,7,4,1,0.00
199,America,South America,Belem,marsh,pagan,tropical,native,tobacco,Para,6,2,1,0.00
199,America,South America,Belem,marsh,pagan,tropical,native,tobacco,Para,6,2,1,0.00
199,America,South America,Belem,marsh,pagan,tropical,native,tobacco,Para,6,2,1,0.00
200,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Tiracambu,5,4,1,0.00
200,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Tiracambu,5,4,1,0.00
200,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Tiracambu,5,4,1,0.00
201,America,South America,Recife,forest,pagan,tropical,teremembe,grain,Maranhao,5,3,1,0.00
201,America,South America,Recife,forest,pagan,tropical,teremembe,grain,Maranhao,5,3,1,0.00
201,America,South America,Recife,forest,pagan,tropical,teremembe,grain,Maranhao,5,3,1,0.00
202,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Parnaiba,5,4,1,0.00
202,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Parnaiba,5,4,1,0.00
202,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Parnaiba,5,4,1,0.00
203,America,South America,Recife,forest,pagan,tropical,teremembe,sugar,Recife,5,5,1,0.00
203,America,South America,Recife,forest,pagan,tropical,teremembe,sugar,Recife,5,5,1,0.00
203,America,South America,Recife,forest,pagan,tropical,teremembe,sugar,Recife,5,5,1,0.00
204,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Iguatu,5,3,1,0.00
204,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Iguatu,5,3,1,0.00
204,America,South America,Recife,forest,pagan,tropical,teremembe,tobacco,Iguatu,5,3,1,0.00
205,America,South America,Recife,forest,pagan,tropical,teremembe,sugar,Pernambuc,5,6,1,0.00
205,America,South America,Recife,forest,pagan,tropical,teremembe,sugar,Pernambuc,5,6,1,0.00
205,America,South America,Recife,forest,pagan,tropical,teremembe,sugar,Pernambuc,5,6,1,0.00
206,America,South America,Bahia,forest,pagan,tropical,tupinamba,grain,Alagoas,5,3,1,0.00
206,America,South America,Bahia,forest,pagan,tropical,tupinamba,grain,Alagoas,5,3,1,0.00
206,America,South America,Bahia,forest,pagan,tropical,tupinamba,grain,Alagoas,5,3,1,0.00
207,America,South America,Bahia,forest,pagan,tropical,tupinamba,tobacco,Diamentina,5,2,1,0.00
207,America,South America,Bahia,forest,pagan,tropical,tupinamba,tobacco,Diamentina,5,2,1,0.00
207,America,South America,Bahia,forest,pagan,tropical,tupinamba,tobacco,Diamentina,5,2,1,0.00
208,America,South America,Bahia,plains,pagan,tropical,tupinamba,gold,Minas_Gerais,5,2,1,0.00
208,America,South America,Bahia,plains,pagan,tropical,tupinamba,gold,Minas_Gerais,5,2,1,0.00
208,America,South America,Bahia,plains,pagan,tropical,tupinamba,gold,Minas_Gerais,5,2,1,0.00
209,America,South America,Bahia,forest,pagan,tropical,tupinamba,sugar,Salvador,4,3,1,0.00
209,America,South America,Bahia,forest,pagan,tropical,tupinamba,sugar,Salvador,4,3,1,0.00
209,America,South America,Bahia,forest,pagan,tropical,tupinamba,sugar,Salvador,4,3,1,0.00
210,America,South America,Bahia,forest,pagan,tropical,tupinamba,slaves,Itaimas,4,4,1,0.00
210,America,South America,Bahia,forest,pagan,tropical,tupinamba,slaves,Itaimas,4,4,1,0.00
210,America,South America,Bahia,forest,pagan,tropical,tupinamba,slaves,Itaimas,4,4,1,0.00
211,America,South America,Rio,forest,pagan,tropical,tupinamba,tobacco,Niteroi,5,5,1,0.00
211,America,South America,Rio,forest,pagan,tropical,tupinamba,tobacco,Niteroi,5,5,1,0.00
211,America,South America,Rio,forest,pagan,tropical,tupinamba,tobacco,Niteroi,5,5,1,0.00
212,America,South America,Rio,forest,pagan,tropical,tupinamba,copper,Araxa,6,2,1,0.00
212,America,South America,Rio,forest,pagan,tropical,tupinamba,copper,Araxa,6,2,1,0.00
212,America,South America,Rio,forest,pagan,tropical,tupinamba,copper,Araxa,6,2,1,0.00
213,America,South America,Rio,plains,pagan,tropical,tupinamba,wool,Curitiba,4,5,1,0.00
213,America,South America,Rio,plains,pagan,tropical,tupinamba,wool,Curitiba,4,5,1,0.00
213,America,South America,Rio,plains,pagan,tropical,tupinamba,wool,Curitiba,4,5,1,0.00
214,America,South America,Rio,plains,pagan,tropical,tupinamba,grain,Cangucu,4,3,1,0.00
214,America,South America,Rio,plains,pagan,tropical,tupinamba,grain,Cangucu,4,3,1,0.00
214,America,South America,Rio,plains,pagan,tropical,tupinamba,grain,Cangucu,4,3,1,0.00
215,America,South America,La Plata,plains,pagan,temperate,tupinamba,grain,Uruguay,3,6,1,0.00
215,America,South America,La Plata,plains,pagan,temperate,tupinamba,grain,Uruguay,3,6,1,0.00
215,America,South America,La Plata,plains,pagan,temperate,tupinamba,grain,Uruguay,3,6,1,0.00
216,America,South America,Paraguay,forest,pagan,tropical,tupinamba,grain,Artigas,6,2,1,0.00
216,America,South America,Paraguay,forest,pagan,tropical,tupinamba,grain,Artigas,6,2,1,0.00
216,America,South America,Paraguay,forest,pagan,tropical,tupinamba,grain,Artigas,6,2,1,0.00
217,America,South America,La Plata,forest,pagan,temperate,mataco,wool,Parana,4,5,1,0.00
217,America,South America,La Plata,forest,pagan,temperate,mataco,wool,Parana,4,5,1,0.00
217,America,South America,La Plata,forest,pagan,temperate,mataco,wool,Parana,4,5,1,0.00
218,America,South America,Paraguay,forest,pagan,tropical,mataco,grain,Neembucu,5,4,1,0.00
218,America,South America,Paraguay,forest,pagan,tropical,mataco,grain,Neembucu,5,4,1,0.00
218,America,South America,Paraguay,forest,pagan,tropical,mataco,grain,Neembucu,5,4,1,0.00
219,America,South America,Inca,mountain,pagan,temperate,mataco,wool,Tucuman,5,2,1,0.00
219,America,South America,Inca,mountain,pagan,temperate,mataco,wool,Tucuman,5,2,1,0.00
219,America,South America,Inca,mountain,pagan,temperate,mataco,wool,Tucuman,5,2,1,0.00
220,America,South America,Inca,plains,pagan,tropical,mataco,wool,Jujuy,7,3,1,0.00
220,America,South America,Inca,plains,pagan,tropical,mataco,wool,Jujuy,7,3,1,0.00
220,America,South America,Inca,plains,pagan,tropical,mataco,wool,Jujuy,7,3,1,0.00
221,America,South America,Paraguay,forest,pagan,temperate,mataco,grain,Corrientes,5,3,1,0.00
221,America,South America,Paraguay,forest,pagan,temperate,mataco,grain,Corrientes,5,3,1,0.00
221,America,South America,Paraguay,forest,pagan,temperate,mataco,grain,Corrientes,5,3,1,0.00
222,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Rosario,3,5,1,0.00
222,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Rosario,3,5,1,0.00
222,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Rosario,3,5,1,0.00
223,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Aires,3,6,1,0.00
223,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Aires,3,6,1,0.00
223,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Aires,3,6,1,0.00
224,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Copetonas,3,4,1,0.00
224,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Copetonas,3,4,1,0.00
224,America,South America,La Plata,plains,pagan,temperate,mataco,grain,Copetonas,3,4,1,0.00
225,America,South America,Patagonia,plains,pagan,temperate,mataco,wool,San_Matias,7,2,1,0.00
225,America,South America,Patagonia,plains,pagan,temperate,mataco,wool,San_Matias,7,2,1,0.00
225,America,South America,Patagonia,plains,pagan,temperate,mataco,wool,San_Matias,7,2,1,0.00
226,America,South America,Patagonia,plains,pagan,temperate,mataco,wool,Chubut,8,2,1,0.00
226,America,South America,Patagonia,plains,pagan,temperate,mataco,wool,Chubut,8,2,1,0.00
226,America,South America,Patagonia,plains,pagan,temperate,mataco,wool,Chubut,8,2,1,0.00
227,America,South America,Patagonia,plains,pagan,temperate,native,wool,Santa_Cruz,8,1,1,0.00
227,America,South America,Patagonia,plains,pagan,temperate,native,wool,Santa_Cruz,8,1,1,0.00
227,America,South America,Patagonia,plains,pagan,temperate,native,wool,Santa_Cruz,8,1,1,0.00
228,America,South America,Patagonia,mountain,pagan,scontinental,native,wool,Magallanes,9,1,1,0.00
228,America,South America,Patagonia,mountain,pagan,scontinental,native,wool,Magallanes,9,1,1,0.00
228,America,South America,Patagonia,mountain,pagan,scontinental,native,wool,Magallanes,9,1,1,0.00
229,America,South America,Patagonia,mountain,pagan,scontinental,native,wool,Tierra_del_Fuego,9,1,1,0.00
229,America,South America,Patagonia,mountain,pagan,scontinental,native,wool,Tierra_del_Fuego,9,1,1,0.00
229,America,South America,Patagonia,mountain,pagan,scontinental,native,wool,Tierra_del_Fuego,9,1,1,0.00
230,America,South America,Falklands,plains,pagan,scontinental,native,fish,The_Falklands,8,1,1,0.00
230,America,South America,Falklands,plains,pagan,scontinental,native,fish,The_Falklands,8,1,1,0.00
230,America,South America,Falklands,plains,pagan,scontinental,native,fish,The_Falklands,8,1,1,0.00
231,Europe,British Isles,Ireland,marsh,catholic,temperate,celtic,fish,Connaught,0,5,1,0.00
231,Europe,British Isles,Ireland,marsh,catholic,temperate,celtic,fish,Connaught,0,5,1,0.00
231,Europe,British Isles,Ireland,marsh,catholic,temperate,celtic,fish,Connaught,0,5,1,0.00
232,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,cloth,Ulster,0,7,2,0.00
232,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,cloth,Ulster,0,7,2,0.00
232,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,cloth,Ulster,0,7,2,0.00
233,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,grain,Meath,0,5,2,0.00
233,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,grain,Meath,0,5,2,0.00
233,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,grain,Meath,0,5,2,0.00
234,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,fish,Leinster,0,6,2,0.00
234,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,fish,Leinster,0,6,2,0.00
234,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,fish,Leinster,0,6,2,0.00
235,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,fish,Munster,0,5,2,0.00
235,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,fish,Munster,0,5,2,0.00
235,Europe,British Isles,Ireland,plains,catholic,temperate,celtic,fish,Munster,0,5,2,0.00
236,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,fish,The_Highlands,0,3,3,0.00
236,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,fish,The_Highlands,0,3,3,0.00
236,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,fish,The_Highlands,0,3,3,0.00
237,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,wool,The_Grampians,0,5,2,0.00
237,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,wool,The_Grampians,0,5,2,0.00
237,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,wool,The_Grampians,0,5,2,0.00
238,Europe,British Isles,Scotland,plains,catholic,temperate,celtic,fish,Lothian,0,6,3,0.00
238,Europe,British Isles,Scotland,plains,catholic,temperate,celtic,fish,Lothian,0,6,3,0.00
238,Europe,British Isles,Scotland,plains,catholic,temperate,celtic,fish,Lothian,0,6,3,0.00
239,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,iron,Strathclyde,0,7,2,0.00
239,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,iron,Strathclyde,0,7,2,0.00
239,Europe,British Isles,Scotland,mountain,catholic,temperate,celtic,iron,Strathclyde,0,7,2,0.00
240,Europe,British Isles,England,mountain,catholic,temperate,english,cloth,Northumberland,0,7,2,0.00
240,Europe,British Isles,England,mountain,catholic,temperate,english,cloth,Northumberland,0,7,2,0.00
240,Europe,British Isles,England,mountain,catholic,temperate,english,cloth,Northumberland,0,7,2,0.00
241,Europe,British Isles,England,plains,catholic,temperate,english,cloth,Yorkshire,0,9,3,0.00
241,Europe,British Isles,England,plains,catholic,temperate,english,cloth,Yorkshire,0,9,3,0.00
241,Europe,British Isles,England,plains,catholic,temperate,english,cloth,Yorkshire,0,9,3,0.00
242,Europe,British Isles,England,plains,catholic,temperate,english,iron,Lancashire,0,11,5,0.00
242,Europe,British Isles,England,plains,catholic,temperate,english,iron,Lancashire,0,11,5,0.00
242,Europe,British Isles,England,plains,catholic,temperate,english,iron,Lancashire,0,11,5,0.00
243,Europe,British Isles,England,mountain,catholic,temperate,celtic,iron,Wales,0,7,3,0.00
243,Europe,British Isles,England,mountain,catholic,temperate,celtic,iron,Wales,0,7,3,0.00
243,Europe,British Isles,England,mountain,catholic,temperate,celtic,iron,Wales,0,7,3,0.00
244,Europe,British Isles,England,plains,catholic,temperate,english,iron,Midlands,0,11,5,0.00
244,Europe,British Isles,England,plains,catholic,temperate,english,iron,Midlands,0,11,5,0.00
244,Europe,British Isles,England,plains,catholic,temperate,english,iron,Midlands,0,11,5,0.00
245,Europe,British Isles,England,plains,catholic,temperate,english,cloth,Lincoln,0,8,4,0.00
245,Europe,British Isles,England,plains,catholic,temperate,english,cloth,Lincoln,0,8,4,0.00
245,Europe,British Isles,England,plains,catholic,temperate,english,cloth,Lincoln,0,8,4,0.00
246,Europe,British Isles,England,plains,catholic,temperate,english,fish,Bristol,0,9,4,0.00
246,Europe,British Isles,England,plains,catholic,temperate,english,fish,Bristol,0,9,4,0.00
246,Europe,British Isles,England,plains,catholic,temperate,english,fish,Bristol,0,9,4,0.00
247,Europe,British Isles,England,plains,catholic,temperate,english,grain,Anglia,0,16,8,0.00
247,Europe,British Isles,England,plains,catholic,temperate,english,grain,Anglia,0,16,8,0.00
247,Europe,British Isles,England,plains,catholic,temperate,english,grain,Anglia,0,16,8,0.00
248,Europe,British Isles,England,plains,catholic,temperate,english,grain,Kent,0,9,4,0.00
248,Europe,British Isles,England,plains,catholic,temperate,english,grain,Kent,0,9,4,0.00
248,Europe,British Isles,England,plains,catholic,temperate,english,grain,Kent,0,9,4,0.00
249,Europe,British Isles,England,plains,catholic,temperate,english,grain,Wessex,0,8,3,0.00
249,Europe,British Isles,England,plains,catholic,temperate,english,grain,Wessex,0,8,3,0.00
249,Europe,British Isles,England,plains,catholic,temperate,english,grain,Wessex,0,8,3,0.00
250,Europe,British Isles,England,plains,catholic,temperate,english,copper,Cornwall,0,8,2,0.00
250,Europe,British Isles,England,plains,catholic,temperate,english,copper,Cornwall,0,8,2,0.00
250,Europe,British Isles,England,plains,catholic,temperate,english,copper,Cornwall,0,8,2,0.00
251,Europe,Scandinavia,Denmark,plains,catholic,temperate,scandinavian,grain,Sk�ne,0,15,5,0.00
251,Europe,Scandinavia,Denmark,plains,catholic,temperate,scandinavian,grain,Sk�ne,0,15,5,0.00
251,Europe,Scandinavia,Denmark,plains,catholic,temperate,scandinavian,grain,Sk�ne,0,15,5,0.00
252,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,naval_supplies,Sm�land,0,4,2,0.00
252,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,naval_supplies,Sm�land,0,4,2,0.00
252,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,naval_supplies,Sm�land,0,4,2,0.00
253,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,grain,V�sterg�tland,0,6,2,0.00
253,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,grain,V�sterg�tland,0,6,2,0.00
253,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,grain,V�sterg�tland,0,6,2,0.00
254,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,fish,Svealand,0,10,5,0.00
254,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,fish,Svealand,0,10,5,0.00
254,Europe,Scandinavia,Sweden,forest,catholic,ncontinental,scandinavian,fish,Svealand,0,10,5,0.00
255,Europe,Scandinavia,Norway,mountain,catholic,ncontinental,scandinavian,naval_supplies,�stlandet,0,7,2,0.00
255,Europe,Scandinavia,Norway,mountain,catholic,ncontinental,scandinavian,naval_supplies,�stlandet,0,7,2,0.00
255,Europe,Scandinavia,Norway,mountain,catholic,ncontinental,scandinavian,naval_supplies,�stlandet,0,7,2,0.00
256,Europe,Scandinavia,Norway,mountain,catholic,tundra,scandinavian,fish,Bergenshus,0,6,2,0.00
256,Europe,Scandinavia,Norway,mountain,catholic,tundra,scandinavian,fish,Bergenshus,0,6,2,0.00
256,Europe,Scandinavia,Norway,mountain,catholic,tundra,scandinavian,fish,Bergenshus,0,6,2,0.00
257,Europe,Scandinavia,Sweden,forest,catholic,tundra,scandinavian,copper,Bergslagen,0,8,2,0.00
257,Europe,Scandinavia,Sweden,forest,catholic,tundra,scandinavian,copper,Bergslagen,0,8,2,0.00
257,Europe,Scandinavia,Sweden,forest,catholic,tundra,scandinavian,copper,Bergslagen,0,8,2,0.00
258,Europe,Scandinavia,Norway,mountain,catholic,tundra,scandinavian,fish,Tr�ndelag,0,5,2,0.00
258,Europe,Scandinavia,Norway,mountain,catholic,tundra,scandinavian,fish,Tr�ndelag,0,5,2,0.00
258,Europe,Scandinavia,Norway,mountain,catholic,tundra,scandinavian,fish,Tr�ndelag,0,5,2,0.00
259,Europe,Scandinavia,Norway,mountain,catholic,tundra,ugric,fish,Narvik,0,2,1,0.00
259,Europe,Scandinavia,Norway,mountain,catholic,tundra,ugric,fish,Narvik,0,2,1,0.00
259,Europe,Scandinavia,Norway,mountain,catholic,tundra,ugric,fish,Narvik,0,2,1,0.00
260,Europe,Scandinavia,Sweden,marsh,catholic,tundra,ugric,fur,Lappland,0,1,1,0.00
260,Europe,Scandinavia,Sweden,marsh,catholic,tundra,ugric,fur,Lappland,0,1,1,0.00
260,Europe,Scandinavia,Sweden,marsh,catholic,tundra,ugric,fur,Lappland,0,1,1,0.00
261,Europe,Scandinavia,Norway,mountain,catholic,tundra,ugric,fish,Finnmark,0,1,1,0.00
261,Europe,Scandinavia,Norway,mountain,catholic,tundra,ugric,fish,Finnmark,0,1,1,0.00
261,Europe,Scandinavia,Norway,mountain,catholic,tundra,ugric,fish,Finnmark,0,1,1,0.00
262,Europe,Eastern Europe,Russian North,mountain,orthodox,tundra,ugric,fur,Kola,0,4,1,0.00
262,Europe,Eastern Europe,Russian North,mountain,orthodox,tundra,ugric,fur,Kola,0,4,1,0.00
262,Europe,Eastern Europe,Russian North,mountain,orthodox,tundra,ugric,fur,Kola,0,4,1,0.00
263,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,fur,�sterbotten,0,1,1,0.00
263,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,fur,�sterbotten,0,1,1,0.00
263,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,fur,�sterbotten,0,1,1,0.00
264,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,naval_supplies,Tavastland,0,1,1,0.00
264,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,naval_supplies,Tavastland,0,1,1,0.00
264,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,naval_supplies,Tavastland,0,1,1,0.00
265,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,naval_supplies,Nyland,0,4,2,0.00
265,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,naval_supplies,Nyland,0,4,2,0.00
265,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,naval_supplies,Nyland,0,4,2,0.00
266,Europe,Eastern Europe,Russian North,marsh,orthodox,tundra,ugric,naval_supplies,Kexholm,0,3,2,0.00
266,Europe,Eastern Europe,Russian North,marsh,orthodox,tundra,ugric,naval_supplies,Kexholm,0,3,2,0.00
266,Europe,Eastern Europe,Russian North,marsh,orthodox,tundra,ugric,naval_supplies,Kexholm,0,3,2,0.00
267,Europe,Eastern Europe,Russian North,forest,orthodox,tundra,ugric,fur,Olonets,0,5,4,0.00
267,Europe,Eastern Europe,Russian North,forest,orthodox,tundra,ugric,fur,Olonets,0,5,4,0.00
267,Europe,Eastern Europe,Russian North,forest,orthodox,tundra,ugric,fur,Olonets,0,5,4,0.00
268,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,naval_supplies,Vologda,0,6,4,0.00
268,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,naval_supplies,Vologda,0,6,4,0.00
268,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,naval_supplies,Vologda,0,6,4,0.00
269,Europe,Eastern Europe,Russian North,forest,orthodox,tundra,ugric,fur,Arkhangelsk,0,3,1,0.00
269,Europe,Eastern Europe,Russian North,forest,orthodox,tundra,ugric,fur,Arkhangelsk,0,3,1,0.00
269,Europe,Eastern Europe,Russian North,forest,orthodox,tundra,ugric,fur,Arkhangelsk,0,3,1,0.00
270,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Moscow,0,6,6,0.00
270,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Moscow,0,6,6,0.00
270,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Moscow,0,6,6,0.00
271,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,copper,Vladimir,0,5,5,0.00
271,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,copper,Vladimir,0,5,5,0.00
271,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,copper,Vladimir,0,5,5,0.00
272,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Nizhgorod,0,6,6,0.00
272,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Nizhgorod,0,6,6,0.00
272,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Nizhgorod,0,6,6,0.00
273,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,iron,Savolaks,0,2,1,0.00
273,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,iron,Savolaks,0,2,1,0.00
273,Europe,Scandinavia,Finland,forest,catholic,tundra,ugric,iron,Savolaks,0,2,1,0.00
274,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,fur,Novgorod,0,9,8,0.00
274,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,fur,Novgorod,0,9,8,0.00
274,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,fur,Novgorod,0,9,8,0.00
275,Europe,Eastern Europe,Baltic,marsh,orthodox,tundra,ugric,fish,Ingermanland,0,3,2,0.00
275,Europe,Eastern Europe,Baltic,marsh,orthodox,tundra,ugric,fish,Ingermanland,0,3,2,0.00
275,Europe,Eastern Europe,Baltic,marsh,orthodox,tundra,ugric,fish,Ingermanland,0,3,2,0.00
276,Europe,Eastern Europe,Baltic,forest,catholic,tundra,ugric,grain,Estland,0,6,3,0.00
276,Europe,Eastern Europe,Baltic,forest,catholic,tundra,ugric,grain,Estland,0,6,3,0.00
276,Europe,Eastern Europe,Baltic,forest,catholic,tundra,ugric,grain,Estland,0,6,3,0.00
277,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Pskov,0,5,5,0.00
277,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Pskov,0,5,5,0.00
277,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Pskov,0,5,5,0.00
278,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Tver,0,5,5,0.00
278,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Tver,0,5,5,0.00
278,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Tver,0,5,5,0.00
279,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Tula,0,13,12,0.00
279,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Tula,0,13,12,0.00
279,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Tula,0,13,12,0.00
280,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Welikia,0,6,5,0.00
280,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Welikia,0,6,5,0.00
280,Europe,Eastern Europe,Russia,forest,orthodox,tundra,russian,grain,Welikia,0,6,5,0.00
281,Europe,Eastern Europe,Russia,forest,orthodox,tundra,ruthenian,iron,Polotsk,0,5,5,0.00
281,Europe,Eastern Europe,Russia,forest,orthodox,tundra,ruthenian,iron,Polotsk,0,5,5,0.00
281,Europe,Eastern Europe,Russia,forest,orthodox,tundra,ruthenian,iron,Polotsk,0,5,5,0.00
282,Europe,Eastern Europe,Baltic,marsh,catholic,ncontinental,ugric,grain,Livland,0,6,5,0.00
